card_id,card_scheme,product,subproduct,subproduct_rank
E0EED866D051,mada,Debit,N/A,0
8ECD316B0786,mada,Prepaid,N/A,0
237BE0FF88D1,Visa,Credit,Classic,1
DC5EBA33220F,mada,Debit,N/A,0
AE80E1394EE0,mada,Debit,N/A,0
3673AA7FE2C4,Visa,Debit,Classic,1
01FAB4FED74C,Visa,Debit,Signature,3
DCEEE9F8F93D,Visa,Prepaid,Classic,1
0BA0881A3264,mada,Debit,N/A,0
C70122218B69,Dual,Debit,Platinum,2
3B94D92301C0,Visa,Debit,Classic,1
D9E0EFE92EE9,Visa,Debit,Platinum,2
8FD8CE3C2F5E,mada,Prepaid,N/A,0
2F42EF6F02C0,Visa,Debit,Platinum,2
4C5619DB1169,Visa,Credit,Signature,3
9551F8981A9D,Visa,Debit,Classic,1
54ED40812187,mada,Debit,N/A,0
FEF33C9A1B02,Visa,Debit,Classic,1
00DAB6C2F815,mada,Debit,N/A,0
93945C5AF550,mada,Debit,N/A,0
C83DA849AB6E,Dual,Debit,Classic,1
A5CBEB9CD6FD,Visa,Debit,Classic,1
26E0ABB4C4C7,Visa,Debit,Classic,1
708AEC855626,mada,Debit,N/A,0
B6C14EC54ADD,mada,Debit,N/A,0
21757077C3A4,mada,Debit,N/A,0
A09F27DEE270,Visa,Prepaid,Classic,1
D4886E4336B1,Visa,Debit,Platinum,2
FB34F8555E2B,Visa,Credit,Platinum,2
40F1A400E23D,mada,Debit,N/A,0
813F2EE988E4,Visa,Credit,Classic,1
ACDE38B21A3E,Visa,Debit,Classic,1
8291999127D0,Visa,Debit,Classic,1
EF953CEA69BD,Visa,Debit,Classic,1
CA7F8511A3FC,Visa,Credit,Classic,1
B2AC751E3C57,mada,Debit,N/A,0
6E13191996DF,Visa,Credit,Signature,3
991FFA2F5D4C,Visa,Credit,Platinum,2
02B5A80D961B,mada,Debit,N/A,0
78869DBE4727,Visa,Debit,Classic,1
52153B8ECF70,Visa,Debit,Classic,1
143966139C3F,mada,Debit,N/A,0
B8C146801B1C,mada,Debit,N/A,0
9D434C263249,mada,Debit,N/A,0
0D75FE7E7312,Dual,Credit,Platinum,2
05FD532EDFB8,Dual,Debit,Classic,1
5BFD40CB7000,mada,Debit,N/A,0
E03F81273ECD,Visa,Credit,Platinum,2
F06598C87081,mada,Debit,N/A,0
17BA57BDF2F5,Visa,Credit,Platinum,2
79122CE8EBBE,Dual,Debit,Platinum,2
C4F621EEB2E8,mada,Credit,N/A,0
E8C7EE038AC1,mada,Debit,N/A,0
651C10D8186E,Visa,Credit,Platinum,2
B59F5019FD27,Visa,Credit,Signature,3
CD9727F2EED6,Dual,Credit,Classic,1
E6909E391139,Visa,Credit,Classic,1
926FE18D0047,Visa,Debit,Platinum,2
F4A704B25082,Dual,Debit,Platinum,2
491B386EF8A8,Visa,Credit,Classic,1
0EDC38E531DC,mada,Debit,N/A,0
E037AFDBE482,Dual,Debit,Classic,1
A244D1A3706D,Visa,Credit,Signature,3
AC986C3FC1D8,Visa,Debit,Classic,1
357E375124EB,Visa,Credit,Platinum,2
4C3288FC851A,Visa,Credit,Classic,1
C7580FBF63CC,mada,Debit,N/A,0
F41DE159E68B,Visa,Credit,Classic,1
6364871F9029,Dual,Credit,Classic,1
1DFBA2F99082,mada,Debit,N/A,0
C741915C3601,Visa,Prepaid,Platinum,2
F118114D27E3,Visa,Credit,Platinum,2
48EFFA7FFE38,mada,Debit,N/A,0
75C17A1CEC31,Visa,Credit,Platinum,2
06BE9BAE2FC6,Dual,Prepaid,Platinum,2
F886D6A5F2FB,Visa,Debit,Classic,1
0997E445601A,Visa,Credit,Signature,3
90A8FE34121D,mada,Debit,N/A,0
B9AF5B878FC0,Visa,Credit,Platinum,2
90D036511777,Visa,Prepaid,Classic,1
0E38EDB8E7EB,mada,Debit,N/A,0
F0B9316DE886,Visa,Prepaid,Classic,1
D2BCDC3D0CE3,Visa,Credit,Platinum,2
91DCA0E2C813,Dual,Prepaid,Classic,1
64722F50FE15,Visa,Debit,Classic,1
AFB033A1AB70,Visa,Debit,Classic,1
F23B2747F479,Visa,Prepaid,Classic,1
1A6A8F315687,Visa,Credit,Signature,3
378090326CC0,Visa,Credit,Platinum,2
8BF97864E440,mada,Debit,N/A,0
D81F072A17CE,Dual,Prepaid,Platinum,2
15EBDECB8390,mada,Debit,N/A,0
16C7F62A728C,mada,Debit,N/A,0
A16F0BDF0230,Visa,Credit,Platinum,2
5923656C3098,Visa,Prepaid,Classic,1
29C44DD2D63E,Visa,Debit,Classic,1
A9014E39D7B9,Visa,Debit,Platinum,2
2FC7AC1B17F7,mada,Debit,N/A,0
5CE2366DEC94,Dual,Debit,Classic,1
93097B42D927,Visa,Credit,Platinum,2
6EBDD8AE9356,Visa,Prepaid,Classic,1
3463C5A6CCE8,Visa,Debit,Platinum,2
65063C44DAA1,Visa,Debit,Classic,1
0FC4D8528AC7,Dual,Credit,Classic,1
921F2F74C51B,mada,Debit,N/A,0
47A5255B1821,Dual,Credit,Platinum,2
CC34485C7549,Visa,Prepaid,Platinum,2
9CDC16C7E0D6,Visa,Debit,Classic,1
A9BE495ABC14,mada,Debit,N/A,0
3C84C73FB83F,mada,Debit,N/A,0
D40FB4375EE8,Visa,Credit,Platinum,2
95989CD5077C,Dual,Credit,Platinum,2
01DFE98323D6,Dual,Credit,Signature,3
73B5530F7439,mada,Debit,N/A,0
8574498B66AC,mada,Debit,N/A,0
D125B4D5D86A,mada,Debit,N/A,0
3EDE4C57D85D,mada,Prepaid,N/A,0
B0B048253FD3,mada,Debit,N/A,0
535BD5E631C8,mada,Debit,N/A,0
43626EB8BD38,Dual,Prepaid,Classic,1
09E5FC5DF984,mada,Debit,N/A,0
A9C0E6E9F056,Dual,Credit,Classic,1
0EB522230844,mada,Debit,N/A,0
FE3DDBD96BCE,Visa,Credit,Signature,3
38D4E7513B05,Visa,Debit,Classic,1
7630972345BC,Visa,Credit,Platinum,2
9C1F505DB77E,Dual,Debit,Classic,1
C32B5AC8E2F7,mada,Debit,N/A,0
961F07EF840E,Visa,Credit,Platinum,2
281F0B50021A,Visa,Debit,Classic,1
AEBAED4A30CC,mada,Debit,N/A,0
CAAA0C56B0B0,mada,Debit,N/A,0
FA0CC33D3B60,Visa,Credit,Platinum,2
E80B27668A26,Visa,Debit,Classic,1
BE14ABD837D5,mada,Debit,N/A,0
D00C0D177CCF,Visa,Debit,Classic,1
5E62CECB219F,Visa,Debit,Classic,1
987C67190E15,mada,Debit,N/A,0
B1F1A5BF785F,Visa,Credit,Signature,3
79650F0C57BC,mada,Debit,N/A,0
A9AF5B1F1A56,Visa,Credit,Platinum,2
1AA2B0E5B697,Visa,Debit,Classic,1
A794AC1B0492,Dual,Debit,Signature,3
27C7B2C8230A,Visa,Credit,Platinum,2
76B162DC8E30,Visa,Debit,Classic,1
98ECD666D2EC,mada,Debit,N/A,0
7CD13284906D,mada,Debit,N/A,0
0DBA7CBE0E35,mada,Debit,N/A,0
BC4228575B8A,mada,Debit,N/A,0
A6854519C567,Visa,Debit,Classic,1
29015240A086,Visa,Debit,Platinum,2
E4955BF39570,Visa,Credit,Platinum,2
7DBEE8235C27,Visa,Credit,Platinum,2
7F751E02D103,Visa,Debit,Classic,1
3B5E1D27A900,Dual,Credit,Platinum,2
E7D74DF4C9AD,mada,Debit,N/A,0
89F7C0E70453,mada,Debit,N/A,0
DD1CE5CE1A24,Visa,Credit,Signature,3
7B70E1ECAEA6,Visa,Credit,Classic,1
458725A789CC,Visa,Credit,Signature,3
58625BCA1FA8,Visa,Credit,Platinum,2
AE4CFA04BA0F,Visa,Credit,Classic,1
05B820D1AF7F,Visa,Debit,Classic,1
B6E6FF7CBB4B,Visa,Debit,Platinum,2
5F17DEE8400E,mada,Debit,N/A,0
581D9BEDBF15,Dual,Debit,Classic,1
C0E651DD48B7,Visa,Debit,Classic,1
8CEED8BC6D2A,Visa,Debit,Platinum,2
73622EFF3495,Dual,Credit,Classic,1
30D29107A2FD,Dual,Debit,Classic,1
FC6BCE4DF11C,Dual,Prepaid,Classic,1
8370A6EB40E7,mada,Debit,N/A,0
81B2FCD0B59C,Visa,Credit,Classic,1
4EF919A68715,mada,Prepaid,N/A,0
BD0C1CD5382C,mada,Debit,N/A,0
EBA980A48AE4,Dual,Debit,Classic,1
AAE4111060F3,mada,Debit,N/A,0
E369398F9732,mada,Debit,N/A,0
6FE574B7954E,mada,Debit,N/A,0
7CF6008595FD,mada,Debit,N/A,0
DAFFE0F3D073,Visa,Debit,Signature,3
1CBB159BE056,mada,Debit,N/A,0
2B193D086D2A,mada,Debit,N/A,0
9D6E85E4F687,Visa,Credit,Platinum,2
2A45F028803F,Visa,Credit,Platinum,2
840387FEA2A0,mada,Debit,N/A,0
63D8434D69FC,Visa,Debit,Signature,3
F5AEA5BF5896,Visa,Credit,Signature,3
9810829BD85F,mada,Debit,N/A,0
FDCABEB128A3,Dual,Credit,Classic,1
162F67BDE8AF,Visa,Credit,Signature,3
9701D0B8B43F,Visa,Debit,Classic,1
214AB6DB48F6,Visa,Prepaid,Classic,1
85B2BC3D7C74,Visa,Debit,Platinum,2
C35D1DEE9425,mada,Debit,N/A,0
6C776A15D176,Visa,Credit,Platinum,2
88D61B07CF16,mada,Debit,N/A,0
6896D00868B9,Dual,Prepaid,Classic,1
B04B379AD035,Visa,Debit,Classic,1
77EDE0C9F0CB,mada,Debit,N/A,0
DD0EEF9132C6,Visa,Credit,Classic,1
1A50F1BFF3CE,mada,Debit,N/A,0
A7D7C0B9F019,mada,Debit,N/A,0
0B12B071A97E,mada,Debit,N/A,0
5F813F49A88C,mada,Debit,N/A,0
684C8894BF96,mada,Debit,N/A,0
58578F3CF361,mada,Debit,N/A,0
ECBBDB3439DC,Visa,Credit,Classic,1
7FE1034FB234,Visa,Credit,Signature,3
353E2BF16805,mada,Debit,N/A,0
3862EC68F038,mada,Debit,N/A,0
6DEF98ACA221,mada,Debit,N/A,0
4FAE5B8DC461,Visa,Credit,Platinum,2
C87F6AC0C65F,mada,Debit,N/A,0
631F521A4F78,Visa,Debit,Signature,3
A21BF4642B60,mada,Debit,N/A,0
6F55F78C7EA9,mada,Debit,N/A,0
A009D9938A95,mada,Debit,N/A,0
87345A7C438D,Dual,Credit,Platinum,2
46FE4CF5F572,mada,Debit,N/A,0
C18982BB279F,mada,Debit,N/A,0
796B1FF3C66D,Visa,Debit,Platinum,2
4C4A51769C50,Visa,Debit,Classic,1
C1CADD0CDDBF,Dual,Debit,Classic,1
FCC8AD927006,Visa,Credit,Platinum,2
AACF66D58CDF,mada,Prepaid,N/A,0
F5E6D7DED23B,mada,Debit,N/A,0
70D205C60C9F,Visa,Debit,Classic,1
C9B0CA7AEAF5,Visa,Debit,Classic,1
7CD36FBC0A34,mada,Debit,N/A,0
7F04F551F55E,Visa,Debit,Signature,3
B578EE60C2BE,Visa,Debit,Classic,1
D0D817F8FAF2,Visa,Debit,Classic,1
9CB20921D3EA,Visa,Credit,Platinum,2
F202D43B833D,mada,Debit,N/A,0
5CA0FAD2222D,Visa,Credit,Platinum,2
EE1D726A87F1,mada,Debit,N/A,0
3F629CD6897E,mada,Debit,N/A,0
3181EC26BE03,mada,Debit,N/A,0
040B25801911,Visa,Credit,Signature,3
F916ACAF01E0,Visa,Debit,Classic,1
25C7283CE7B9,Visa,Credit,Platinum,2
80BDED77C422,mada,Debit,N/A,0
532CCA2BB8BF,Dual,Debit,Platinum,2
9320A5D7C04C,mada,Debit,N/A,0
6D331F3ADEE3,Visa,Credit,Platinum,2
7B7B70B82FF5,Visa,Debit,Platinum,2
C58F07678B81,mada,Debit,N/A,0
4F03961E03A7,mada,Debit,N/A,0
796CA948768E,Visa,Debit,Classic,1
C33764ABDF67,mada,Debit,N/A,0
3C60031645B8,mada,Debit,N/A,0
0E545748259D,mada,Debit,N/A,0
735469261B9F,Dual,Debit,Classic,1
14619EE95E4C,Visa,Debit,Signature,3
B245A7BCEE76,Visa,Credit,Signature,3
5C706FCC5A17,Visa,Debit,Platinum,2
172F0287D028,mada,Debit,N/A,0
AEC9E4EEDD82,mada,Debit,N/A,0
EF60F11953B0,Visa,Credit,Classic,1
D10AC47B47AB,Visa,Credit,Classic,1
932B80C2F40D,Dual,Debit,Classic,1
F65432416002,Visa,Debit,Classic,1
38E3DFBC52E0,mada,Debit,N/A,0
E0398A0B10FE,mada,Debit,N/A,0
BB3E29F47B24,Dual,Credit,Platinum,2
47A3B8E786EB,mada,Debit,N/A,0
F8E35A3B6BE2,Visa,Credit,Platinum,2
7406682903FD,Visa,Credit,Classic,1
3A4927C664AB,Dual,Debit,Classic,1
AD6E9EE82A03,Visa,Credit,Platinum,2
98947C907310,Visa,Debit,Platinum,2
10597EB26252,mada,Debit,N/A,0
C86E6EBCE542,Visa,Credit,Signature,3
D847AFF910D8,mada,Debit,N/A,0
15D1058556E3,mada,Prepaid,N/A,0
7491EBEB0184,Visa,Debit,Classic,1
91598D2FCB43,mada,Credit,N/A,0
D83AB4CD1400,mada,Debit,N/A,0
667D5CB8C004,mada,Debit,N/A,0
79EF0DAE60C1,mada,Debit,N/A,0
EE156DFF58C3,mada,Debit,N/A,0
86531A02ABA6,Visa,Credit,Classic,1
6DEFB34E8D80,mada,Debit,N/A,0
7DC405F92206,mada,Prepaid,N/A,0
9C3E83207244,mada,Debit,N/A,0
8AD98B68A70A,mada,Prepaid,N/A,0
60F01BFB5D12,mada,Debit,N/A,0
1694F108906C,mada,Debit,N/A,0
49CACC482EBB,Visa,Credit,Platinum,2
F8161A7C3482,Visa,Debit,Classic,1
49975034C06E,mada,Debit,N/A,0
75C664F281D9,Visa,Debit,Platinum,2
A962436B7638,Visa,Debit,Classic,1
D065BBB0A5EE,Visa,Prepaid,Classic,1
FDC5221B3C96,Visa,Credit,Platinum,2
B6AA769E090D,Visa,Prepaid,Classic,1
86270679B4E1,Visa,Credit,Platinum,2
6064A6D85AB2,Visa,Debit,Classic,1
0B0AFA922CB0,mada,Debit,N/A,0
59C367246BC4,Visa,Credit,Platinum,2
BD3B84DB0624,Visa,Debit,Platinum,2
B762F225CDAE,mada,Debit,N/A,0
E120AEAC1CC7,mada,Credit,N/A,0
3686B9CAED09,mada,Debit,N/A,0
A238E12F8A3B,Visa,Prepaid,Classic,1
D8C5F88710D4,Visa,Debit,Platinum,2
3348D5EB6672,mada,Debit,N/A,0
A9AF736D23FA,Visa,Credit,Signature,3
AFEB366A257D,mada,Debit,N/A,0
439B76572459,Visa,Credit,Platinum,2
B73A5E6EF7DA,mada,Debit,N/A,0
327D1E003384,mada,Debit,N/A,0
648334D0C5B3,Visa,Debit,Classic,1
C3F019D76DA1,Visa,Credit,Signature,3
CBEC0D4D5C2C,mada,Debit,N/A,0
6DC0A211967A,mada,Debit,N/A,0
8EAE3F841E73,Visa,Debit,Signature,3
E27EF0745934,mada,Debit,N/A,0
BFB26D54D654,Visa,Credit,Platinum,2
91DED16660CA,Visa,Debit,Platinum,2
3AB94F1EC9BE,Visa,Debit,Classic,1
44107D256D86,Visa,Debit,Classic,1
F7C4BD219EB9,mada,Debit,N/A,0
A86638AA6FAB,mada,Prepaid,N/A,0
2C971CCBF568,mada,Debit,N/A,0
DA504F1E7EFC,mada,Debit,N/A,0
01D745225CA7,Visa,Debit,Classic,1
40720FDCF8F2,Visa,Debit,Platinum,2
18B8185DCFC0,Visa,Credit,Platinum,2
7FB16D25ACDB,mada,Debit,N/A,0
1153F70D52FC,mada,Prepaid,N/A,0
D6A807B840A0,mada,Debit,N/A,0
89DDDF556D27,mada,Debit,N/A,0
4A74A70508B2,Dual,Credit,Signature,3
D5B3F093C256,Dual,Credit,Signature,3
B47C0BE18A27,Visa,Debit,Classic,1
887F24006FFE,Visa,Debit,Platinum,2
EDA3A1A9D902,Dual,Debit,Classic,1
4C6C26D9DF6C,Visa,Debit,Classic,1
EE12C832612C,Dual,Debit,Classic,1
8AA762B1D046,Visa,Credit,Platinum,2
1FA46202C7FE,mada,Debit,N/A,0
651922803DB3,mada,Debit,N/A,0
07609E462CDF,Visa,Debit,Classic,1
0AC891029511,mada,Debit,N/A,0
233EBC05050F,mada,Prepaid,N/A,0
191D89B8621C,mada,Debit,N/A,0
03293CEE45AB,Visa,Credit,Signature,3
F6F13B011AE3,Visa,Debit,Classic,1
3E8DB9A355D9,Visa,Debit,Platinum,2
E90BAE2897CB,Visa,Debit,Classic,1
4AED03B0D796,mada,Debit,N/A,0
64E907347D3A,Dual,Debit,Classic,1
E19BC2689268,Visa,Debit,Platinum,2
DB7FAEE1ECCA,Visa,Credit,Signature,3
5937E105B7DF,Dual,Credit,Platinum,2
7F9B6E5EDEF3,mada,Debit,N/A,0
208CCB058F11,Visa,Credit,Platinum,2
2B90C1D7CC1E,mada,Debit,N/A,0
B156F33F09B9,Visa,Credit,Signature,3
4F78E8391226,Visa,Credit,Platinum,2
7C18882F0AA3,Visa,Debit,Platinum,2
F361DF7830AB,mada,Debit,N/A,0
283F966E8AEF,Visa,Credit,Classic,1
87E2A3FBED09,Dual,Debit,Classic,1
EA4C10FEA740,Visa,Credit,Signature,3
C224D521ABBD,Visa,Prepaid,Classic,1
C8E60921D4E2,mada,Debit,N/A,0
4EEBE2B52EB1,mada,Debit,N/A,0
510D4E6236C3,Dual,Credit,Signature,3
812A2BD877A4,Visa,Credit,Platinum,2
640EB27D1E08,Visa,Credit,Platinum,2
9B47873EE82F,Visa,Credit,Signature,3
662B9F20D494,Visa,Credit,Platinum,2
E51ACD894FF2,mada,Debit,N/A,0
DC9ECC1DE71F,mada,Debit,N/A,0
24C47CB67517,mada,Debit,N/A,0
184FB1DB223F,Visa,Credit,Classic,1
CD10D750B4F1,mada,Debit,N/A,0
2EA47AD74E5D,Visa,Prepaid,Classic,1
BEC89877137D,mada,Debit,N/A,0
580DC21FAB68,mada,Debit,N/A,0
FD34E3441D6E,Visa,Credit,Platinum,2
549C3DFB9625,Dual,Debit,Classic,1
7FD66C600349,Dual,Debit,Classic,1
CBF78220590D,mada,Debit,N/A,0
307BA3FE5D99,mada,Debit,N/A,0
F3FBC9B14DCC,mada,Debit,N/A,0
9F985B327F5C,Visa,Credit,Classic,1
92E2E99E90EF,mada,Debit,N/A,0
F500E5430FDB,Visa,Debit,Platinum,2
83618DE5409B,Dual,Debit,Platinum,2
15D839A988A5,mada,Debit,N/A,0
7EA9325112CF,Visa,Debit,Classic,1
32EB67705756,Visa,Debit,Classic,1
41E9D7D56A43,Visa,Credit,Platinum,2
B96D723771F7,mada,Debit,N/A,0
31C4EF872D74,Dual,Debit,Platinum,2
D2A048C9D6D2,Visa,Debit,Classic,1
F08FB4881946,mada,Debit,N/A,0
48E7B3E3C26C,mada,Prepaid,N/A,0
75B237DEC377,Visa,Credit,Classic,1
4677828EE34A,Visa,Credit,Platinum,2
ED8CF8FECCD2,Visa,Prepaid,Classic,1
A4E58197149D,Visa,Debit,Platinum,2
956A4CB088D9,Visa,Prepaid,Platinum,2
E2270566224D,Visa,Prepaid,Classic,1
284E5A43A749,mada,Credit,N/A,0
90A2531F8064,Visa,Debit,Classic,1
FB65CA3322FA,Visa,Debit,Classic,1
B3B2F6C58798,mada,Debit,N/A,0
C51EA3CACB48,mada,Debit,N/A,0
184DAE0BBB9B,Visa,Credit,Platinum,2
0F0729929293,mada,Debit,N/A,0
5CEADC44EBA8,mada,Debit,N/A,0
0C8A1B08BFCE,Visa,Credit,Platinum,2
24CB7599C312,Visa,Debit,Signature,3
A24661A701A6,mada,Prepaid,N/A,0
4CE01DB9E093,mada,Debit,N/A,0
0B2D6BCCB47D,Visa,Credit,Platinum,2
6AD6D50CC2E6,mada,Credit,N/A,0
ACAC41987315,mada,Debit,N/A,0
2040C1616038,mada,Debit,N/A,0
F41A172240A5,Visa,Credit,Platinum,2
D3B89FA514B0,Visa,Debit,Platinum,2
F6F491873CF1,Visa,Debit,Classic,1
39CC713B1B9D,Visa,Debit,Classic,1
C2CBEBED7317,Visa,Prepaid,Classic,1
2AB3A2673947,Visa,Debit,Classic,1
BC8F38C2C9F2,mada,Prepaid,N/A,0
1F1AAE36BE8B,mada,Debit,N/A,0
EBFACB3FFA9B,Visa,Debit,Platinum,2
6B848D83CD22,mada,Debit,N/A,0
6989E59E8D8F,mada,Debit,N/A,0
4EFA1888D256,Visa,Credit,Classic,1
270D4853FBEE,Visa,Credit,Platinum,2
3306E6261F5E,mada,Debit,N/A,0
C76072B48205,Visa,Debit,Classic,1
6FB7EAC8D5C2,Visa,Debit,Classic,1
48969CAF5433,mada,Debit,N/A,0
6846D0A707A1,Visa,Credit,Signature,3
DA6562D705B1,Visa,Credit,Signature,3
36D352C29259,Visa,Credit,Platinum,2
E37BC5AD0BD9,mada,Debit,N/A,0
04047311C4F1,Visa,Debit,Classic,1
E836C4D47C3E,Visa,Credit,Signature,3
4694C86626F3,Visa,Debit,Classic,1
4805BD4F0103,mada,Debit,N/A,0
987D40311813,Visa,Credit,Platinum,2
1D96145E485A,Visa,Credit,Platinum,2
5CD1E7719FBD,Dual,Credit,Classic,1
8B1CBDE2E7FC,mada,Debit,N/A,0
C6DE42CED4F1,mada,Debit,N/A,0
1614E2F64290,mada,Debit,N/A,0
A1D518211763,Visa,Credit,Platinum,2
DF173D97A785,mada,Debit,N/A,0
3507F4D30E6D,Dual,Prepaid,Classic,1
5A7574C39274,Visa,Credit,Platinum,2
FEBDCF4ABE78,mada,Debit,N/A,0
571F95C16AFB,mada,Prepaid,N/A,0
A35537050892,Dual,Debit,Classic,1
C4E96F20907D,mada,Debit,N/A,0
8DDE2EB7480C,mada,Debit,N/A,0
D90603A76576,mada,Debit,N/A,0
300BCEC10F59,mada,Debit,N/A,0
9115A671BD7D,Visa,Prepaid,Classic,1
4D383155628E,mada,Debit,N/A,0
F1C5FF70941F,Visa,Credit,Classic,1
44467889735A,Visa,Credit,Platinum,2
73E9DEDE2A0E,mada,Debit,N/A,0
8CB44913AF4F,mada,Debit,N/A,0
23FF345ED697,mada,Debit,N/A,0
71857F523D64,Dual,Debit,Signature,3
3D4BD7AD01CC,Visa,Debit,Classic,1
DB8D1AB72C5A,Dual,Prepaid,Classic,1
DB5E094DE2AA,mada,Debit,N/A,0
872DD34342AE,Visa,Debit,Classic,1
9069EC1FBCBA,mada,Credit,N/A,0
188A6B7FB190,mada,Debit,N/A,0
431800A068C9,mada,Debit,N/A,0
D9FDDD8B3456,Visa,Credit,Signature,3
6B5F1E8C12FD,mada,Debit,N/A,0
0D5E6F815136,mada,Debit,N/A,0
2BEEACA98774,mada,Debit,N/A,0
AFE70F586312,mada,Debit,N/A,0
52D1ACB677CF,Visa,Debit,Platinum,2
A8E30CA4C3D5,mada,Debit,N/A,0
2240B767D1C1,Visa,Debit,Platinum,2
6FEECB5B7C8D,Visa,Prepaid,Classic,1
3F3A34B9EF1D,Visa,Debit,Classic,1
E6682C67B22C,mada,Debit,N/A,0
3706E18D2E38,mada,Credit,N/A,0
FF093E7E9A99,Visa,Debit,Classic,1
C9100A6944E0,mada,Debit,N/A,0
B9E59F43F47E,Dual,Credit,Signature,3
2796F177456C,mada,Debit,N/A,0
6277D06ACE46,mada,Debit,N/A,0
5EED2CEDF94E,Visa,Debit,Classic,1
AD2640B494BF,Visa,Credit,Platinum,2
62618221B2D0,mada,Debit,N/A,0
0657524BE662,Dual,Debit,Signature,3
EECBB3B806EC,Visa,Debit,Classic,1
2A90AA4C82CD,Dual,Credit,Signature,3
80BF7C6E0E77,Visa,Credit,Classic,1
0DADD82A384D,Visa,Prepaid,Platinum,2
09FE3118D853,Visa,Credit,Platinum,2
AB6E8865969A,mada,Debit,N/A,0
5662AFCC2007,Dual,Prepaid,Classic,1
DBA46322223A,Visa,Debit,Platinum,2
014285AF5C66,Visa,Debit,Classic,1
E008184EAB9C,Visa,Prepaid,Classic,1
D1EF3419DBB3,mada,Debit,N/A,0
58B149043901,mada,Prepaid,N/A,0
85FB54E4B30A,mada,Debit,N/A,0
D52762A2D6C1,mada,Debit,N/A,0
6A9F3FA8726C,Visa,Prepaid,Classic,1
48DE08E6D199,Visa,Credit,Platinum,2
CE8C3B40A533,Visa,Credit,Signature,3
FD6DC1DEC12C,Dual,Debit,Classic,1
4DA5634559D4,mada,Debit,N/A,0
907D77ACA384,mada,Debit,N/A,0
FFE4D73C6739,Dual,Debit,Platinum,2
DA2C221DBF16,Visa,Debit,Platinum,2
9488108CA96A,Visa,Debit,Classic,1
6FBAF621930B,Visa,Debit,Classic,1
75CE25195199,Visa,Debit,Classic,1
52B2D517BC8F,Visa,Credit,Signature,3
6B8DC9630C51,Visa,Credit,Classic,1
E50D163AE46A,Visa,Debit,Classic,1
3AF2FE61A199,Visa,Debit,Platinum,2
CAFEE20BCDF1,Visa,Prepaid,Classic,1
9F531B7B3EA0,mada,Debit,N/A,0
19DE9EB8D5ED,Dual,Prepaid,Classic,1
61DB6FCBBFD5,Visa,Credit,Platinum,2
DC1A89591BA9,Visa,Credit,Platinum,2
00B71AD4FE51,Visa,Prepaid,Classic,1
E1660D3B6E11,Visa,Credit,Classic,1
9750B87C8A7E,Visa,Credit,Platinum,2
F0E2F5620335,Dual,Debit,Classic,1
E940A6FF16E5,Visa,Debit,Platinum,2
4909D95DF438,mada,Debit,N/A,0
4CC7BA50FBF6,mada,Debit,N/A,0
2EAD0EFDBCCB,mada,Debit,N/A,0
CE64E140C0AE,mada,Debit,N/A,0
0E67F3986F0D,Visa,Debit,Signature,3
29B43150F4E1,Visa,Prepaid,Classic,1
A144D77A6627,Visa,Debit,Classic,1
7F5321AA3A93,mada,Debit,N/A,0
E89AAC0BD5F6,Visa,Debit,Classic,1
3006F7048810,Visa,Debit,Platinum,2
3786DFDA8013,Visa,Debit,Classic,1
3A15CE2C7FC9,Visa,Credit,Platinum,2
3FC40D1B89E3,Visa,Credit,Signature,3
0E46975216AC,Visa,Credit,Classic,1
2BC630DDF846,Visa,Debit,Platinum,2
BDA517FE4055,Visa,Debit,Classic,1
11CDEDD88302,Visa,Credit,Platinum,2
0AD06CEDC958,Visa,Credit,Signature,3
4FEE7080AA18,Visa,Debit,Classic,1
F31C211B3AD9,mada,Debit,N/A,0
23F38DCC8D73,Visa,Credit,Platinum,2
A1088D40344F,mada,Debit,N/A,0
AF82E6E9A1C8,mada,Debit,N/A,0
DBC7C8DFCDB0,Visa,Credit,Signature,3
3F3A1C539F20,Visa,Prepaid,Classic,1
E38845B1F2DD,Visa,Prepaid,Classic,1
C859DB8BFCEC,Visa,Credit,Classic,1
D41D90985579,Dual,Credit,Platinum,2
51FC3F11B399,Visa,Credit,Platinum,2
E00BB8166B70,mada,Debit,N/A,0
691AF0A7226E,mada,Debit,N/A,0
00DC05A61C4C,mada,Debit,N/A,0
B85F18EC0C09,mada,Debit,N/A,0
986873940C7D,Visa,Credit,Classic,1
D0DE73425875,Visa,Credit,Platinum,2
3879DE9F555C,Visa,Credit,Signature,3
BC708DC3BDD8,mada,Prepaid,N/A,0
0E3AE08A2BCA,Visa,Debit,Classic,1
D57F65359CD4,Visa,Debit,Platinum,2
BAD809D614AE,Visa,Credit,Classic,1
CDFD2034667F,Visa,Credit,Classic,1
1459D64FFBD1,Dual,Prepaid,Classic,1
B9E1F3BDB8CC,Visa,Debit,Classic,1
C6A71558CFFE,Visa,Debit,Classic,1
6D8172CF87E2,mada,Debit,N/A,0
B952BCE2C946,Visa,Credit,Platinum,2
0A0DCE02BEB9,mada,Debit,N/A,0
A9884FBAFD99,Visa,Credit,Platinum,2
1B025B2B5F3C,Visa,Debit,Signature,3
694A83CF8CC0,Visa,Debit,Classic,1
D2E13D1EAC40,Visa,Credit,Classic,1
281733601584,Visa,Debit,Classic,1
45D591034E68,mada,Prepaid,N/A,0
D0EEA4244687,Visa,Credit,Signature,3
